,type,ID,Date&Time,Severity,Casualties,# of Casualties,# of Vehicles,Latitude,Longitude,Coordinates
169,Feature,199934NC00222,"4:40am, 20th April 1999",slight,Cyclist,1,2,52.502397,-0.648726,"[-0.648701, 52.502398]"
170,Feature,199934NC00228,"4:45pm, 22nd April 1999",serious,Cyclist,1,2,52.486149,-0.707251,"[-0.707259, 52.486163]"
171,Feature,199934NC00249,"1:25pm, 2nd May 1999",slight,Cyclist,1,2,52.501416,-0.697521,"[-0.697494, 52.501407]"
172,Feature,199934NC00255,"7:59pm, 6th May 1999",slight,Cyclist,1,2,52.497839,-0.707497,"[-0.707503, 52.497855]"
173,Feature,199934NC00274,"7:45pm, 13th May 1999",slight,Cyclist,1,2,52.406875,-0.717802,"[-0.71782, 52.406888]"
174,Feature,199934NC00294,"5:45am, 25th May 1999",serious,Cyclist,1,2,52.494476,-0.679755,"[-0.679773, 52.4945]"
175,Feature,199934NC00303,"7:00pm, 29th May 1999",slight,Cyclist,1,2,52.381182,-0.686958,"[-0.686969, 52.381184]"
176,Feature,199934NC00323,"1:45pm, 9th June 1999",slight,Cyclist,1,2,52.492157,-0.705896,"[-0.705877, 52.492177]"
177,Feature,199934NC00329,"1:45pm, 11th June 1999",serious,Cyclist,1,3,52.490046,-0.685632,"[-0.68564, 52.490056]"
178,Feature,199934NC00352,"7:10am, 21st June 1999",slight,Cyclist,1,2,52.394267,-0.574726,"[-0.574727, 52.394259]"
179,Feature,199934NC00353,"4:00pm, 21st June 1999",slight,Cyclist,1,2,52.399645,-0.722715,"[-0.722717, 52.399671]"
180,Feature,199934NC00355,"8:05am, 22nd June 1999",slight,Cyclist,1,2,52.48948,-0.724238,"[-0.724226, 52.489479]"
181,Feature,199934NC00359,"7:45am, 23rd June 1999",slight,Cyclist,1,2,52.490191,-0.723481,"[-0.723499, 52.490174]"
182,Feature,199934NC00365,"7:15pm, 25th June 1999",slight,Cyclist,1,2,52.400578,-0.725775,"[-0.725789, 52.400602]"
183,Feature,199934NC00394,"11:15am, 3rd July 1999",serious,Cyclist,1,2,52.483053,-0.711907,"[-0.711886, 52.483055]"
184,Feature,199934NC00403,"8:45am, 12th July 1999",slight,Cyclist,1,2,52.509995,-0.717455,"[-0.717478, 52.50999]"
185,Feature,199934NC00417,"8:00pm, 17th July 1999",slight,Cyclist,1,2,52.611912,-0.528676,"[-0.528666, 52.611933]"
186,Feature,199934NC00421,"6:00pm, 21st July 1999",serious,Cyclist,1,2,52.497931,-0.715891,"[-0.715905, 52.497955]"
187,Feature,199934NC00425,"5:29am, 21st July 1999",serious,Cyclist,1,2,52.487497,-0.473329,"[-0.473342, 52.487503]"
188,Feature,199934NC00539,"5:40pm, 13th September 1999",serious,Cyclist,1,2,52.499156,-0.688307,"[-0.688313, 52.499154]"
189,Feature,199934NC00593,"4:30pm, 8th October 1999",slight,Cyclist,1,2,52.502357,-0.709574,"[-0.709563, 52.502384]"
190,Feature,199934NC00637,"9:10am, 2nd November 1999",slight,Cyclist,1,2,52.496807,-0.720049,"[-0.720074, 52.496834]"
191,Feature,199934NC00655,"2:30pm, 5th November 1999",slight,Cyclist,1,2,52.480784,-0.468702,"[-0.468695, 52.480801]"
